total_lifetime_earnings,year,gender,total_box_office_revenues,name_id
62402750.0,2008.5,1.0,52273913400.0,16813
26944760.0,2004.0,1.0,2871840000.0,43114
3157000.0,2003.0,1.0,18942000.0,47753
77920000.0,2001.0,1.0,467520000.0,67809
66205350.0,2009.5,1.0,1894428600.0,85013
54894800.0,2011.33333333,1.0,2856976500.0,103537
1164600.0,2005.0,1.0,2329200.0,122651
242488566.667,2005.66666667,1.0,27806937600.0,153165
17147700.0,2006.0,1.0,153657000.0,197956
212227400.0,2009.0,1.0,8610119000.0,206069
19617400.0,1999.0,1.0,1644766200.0,267075
417471700.0,1991.0,1.0,8255849500.0,317223
1912700.0,2010.0,1.0,30603200.0,330116
659400.0,2012.0,1.0,3956400.0,371211
46572800.0,2007.25,1.0,60919294400.0,406467
102174671.429,2006.14285714,1.0,1597061200.0,412509
169157637.5,2004.875,1.0,12624372300.0,421437
135730600.0,1990.0,1.0,5098039800.0,434613
115334175.0,2006.75,1.0,2364103800.0,434852
57653250.0,2000.0,1.0,11652944000.0,443773
55227700.0,1999.0,1.0,7538819700.0,455483
29828400.0,2003.0,1.0,234602200.0,487422
239014100.0,1999.33333333,1.0,2806597200.0,504382
128490466.667,2003.33333333,1.0,1526325600.0,529722
13071750.0,2002.5,1.0,8401210800.0,539184
27700500.0,2003.0,1.0,6288253300.0,566542
11561700.0,2009.0,1.0,69370200.0,584725
9553000.0,2013.0,1.0,178440000.0,590014
74322300.0,2006.75,1.0,69647028000.0,600992
53711266.6667,2010.0,1.0,327355200.0,611682
46391400.0,2007.5,1.0,556696800.0,618663
145042925.0,2007.375,1.0,15835488000.0,622781
245258383.333,2008.83333333,1.0,23981110200.0,656245
32066200.0,2003.0,1.0,636418000.0,704362
25468400.0,2015.0,1.0,171571200.0,747704
107387950.0,2000.5,1.0,28951450200.0,771124
86664200.0,2010.5,1.0,7734183600.0,777239
56229566.6667,2007.0,1.0,694704300.0,794770
129230325.0,2007.0,1.0,3158201700.0,871804
38478400.0,2011.0,1.0,88479702000.0,873438
60381600.0,2004.6,1.0,5090134400.0,881622
48403300.0,2011.0,1.0,435629700.0,903445
91521050.0,2007.0,1.0,3339709500.0,910968
114173933.333,2006.66666667,1.0,12320938500.0,966018
168688600.0,2007.0,1.0,6271021600.0,1011506
145162150.0,2005.0,1.0,1756571200.0,1046509
6586100.0,2005.0,1.0,18221833000.0,1057354
16969300.0,2009.0,1.0,152723700.0,1104558
29705380.0,2007.6,1.0,17453697600.0,1147811
39942083.3333,2004.66666667,1.0,1687004100.0,1231719
9427050.0,2002.0,1.0,2133106800.0,1248866
115788787.5,2007.5,1.0,4240831800.0,1249818
123505333.333,2013.66666667,1.0,5919652500.0,1311892
19579300.0,2002.0,1.0,39158600.0,1333318
79729883.3333,2005.66666667,1.0,6312388200.0,1339696
146429260.0,2008.2,1.0,4613333200.0,1357896
115834720.0,2007.6,1.0,1737520800.0,1403495
109123325.0,2009.25,1.0,6987309000.0,1408698
75996150.0,1998.25,1.0,1472743200.0,1418149
144682014.286,2007.14285714,1.0,4777632400.0,1429322
126740766.667,2004.0,1.0,2694442500.0,1504962
237367200.0,1999.0,1.0,1424203200.0,1527059
191536166.667,2006.0,1.0,1854135600.0,1555041
66258333.3333,2003.0,1.0,2850354900.0,1560212
202029316.667,2007.5,1.0,19371906400.0,1572003
58974200.0,2000.0,1.0,12802281300.0,1576324
76516150.0,2006.25,1.0,918193800.0,1579434
146796100.0,2007.0,1.0,11704677000.0,1693664
55545300.0,2004.0,1.0,111090600.0,1706108
143378888.889,2006.44444444,1.0,13376251000.0,1774107
26729566.6667,2006.0,1.0,6177577500.0,1781769
94442180.0,2002.2,1.0,3906920700.0,1789254
92877033.3333,2008.66666667,1.0,1684827600.0,1815278
233339750.0,2002.33333333,1.0,8327081400.0,1819304
14166500.0,2011.0,1.0,145890300.0,1825507
15651800.0,2007.0,1.0,11047949500.0,1829976
106379300.0,2013.0,1.0,25497733000.0,1837489
92754500.0,2004.0,1.0,185509000.0,1863284
23839800.0,2000.0,1.0,47679600.0,1927389
10029100.0,2012.0,1.0,90644000.0,1938220
7173800.0,2008.0,1.0,3724523600.0,1939466
103526857.143,2004.42857143,1.0,8623327000.0,1941322
171394522.222,2006.33333333,1.0,33805849200.0,1986150
222814788.235,2002.29411765,1.0,88321403800.0,2046969
84103033.3333,2008.0,1.0,93444690000.0,2054561
103712433.333,2005.66666667,1.0,41957391600.0,2073667
74372700.0,2006.2,1.0,3316753200.0,2077864
145717650.0,2005.5,1.0,2622917700.0,2109555
120697550.0,2006.75,1.0,1663352200.0,2199709
117115466.667,1998.66666667,1.0,1427327200.0,2243497
91189233.3333,2008.66666667,1.0,2921983600.0,2278543
14705900.0,2009.0,0.0,19438104000.0,2490129
20957750.0,2013.5,0.0,7911749000.0,2795587
61183050.0,2014.5,0.0,42623631400.0,2982457
57386100.0,2000.0,0.0,3109516000.0,3009674
198193700.0,2005.6,0.0,15197544800.0,3659441
198193700.0,2005.6,0.0,15197544800.0,3659442
